data_type time_ps proc_0_0 proc_0_1 proc_0_2 proc_0_3 proc_0_4 proc_0_5 proc_0_6 proc_0_7 proc_0_8 proc_0_9 proc_1_0 proc_1_1 proc_1_2 proc_1_3 proc_1_4 proc_1_5 proc_1_6 proc_1_7 proc_1_8 proc_1_9 proc_2_0 proc_2_1 proc_2_2 proc_2_3 proc_2_4 proc_2_5 proc_2_6 proc_2_7 proc_2_8 proc_2_9 proc_3_0 proc_3_1 proc_3_2 proc_3_3 proc_3_4 proc_3_5 proc_3_6 proc_3_7 proc_3_8 proc_3_9 proc_4_0 proc_4_1 proc_4_2 proc_4_3 proc_4_4 proc_4_5 proc_4_6 proc_4_7 proc_4_8 proc_4_9 proc_5_0 proc_5_1 proc_5_2 proc_5_3 proc_5_4 proc_5_5 proc_5_6 proc_5_7 proc_5_8 proc_5_9 proc_6_0 proc_6_1 proc_6_2 proc_6_3 proc_6_4 proc_6_5 proc_6_6 proc_6_7 proc_6_8 proc_6_9 proc_7_0 proc_7_1 proc_7_2 proc_7_3 proc_7_4 proc_7_5 proc_7_6 proc_7_7 proc_7_8 proc_7_9 proc_8_0 proc_8_1 proc_8_2 proc_8_3 proc_8_4 proc_8_5 proc_8_6 proc_8_7 proc_8_8 proc_8_9 proc_9_0 proc_9_1 proc_9_2 proc_9_3 proc_9_4 proc_9_5 proc_9_6 proc_9_7 proc_9_8 proc_9_9
utilization 12350717 9.8369e-001 6.5613e-004 2.4796e-004 -1.7548e-003 -5.5504e-004 3.7924e-001 1.0133e+000 1.0119e+000 4.1728e-001 1.4893e-002 1.0016e+000 -4.9591e-004 -2.5215e-003 -1.0567e-003 1.0034e+000 1.0094e+000 5.0249e-001 4.7876e-002 1.3529e-001 -2.1210e-003 1.0025e+000 -1.4954e-003 -2.0142e-003 -2.7084e-004 6.1906e-001 8.9094e-001 -8.1825e-004 -1.2741e-003 2.1784e-001 2.4159e-001 1.0057e+000 1.6149e-001 3.2497e-002 9.3890e-001 6.6055e-001 4.9591e-005 -5.7602e-004 1.6403e-004 2.2587e-001 2.2635e-001 8.6870e-001 6.0579e-001 1.3320e-001 1.8799e-001 -8.9264e-004 -4.5967e-004 -1.3485e-003 -1.1635e-004 4.9175e-002 1.8649e-001 9.3109e-002 4.3493e-001 1.0028e+000 8.9987e-001 4.9494e-001 -1.2512e-003 -3.2043e-004 -2.7466e-004 5.7908e-001 2.0039e-001 -4.3182e-003 8.1152e-001 1.0030e+000 1.0154e+000 5.2183e-001 -5.7983e-004 -1.0433e-003 -5.3978e-004 1.9715e-001 2.4824e-001 1.6861e-003 -6.4850e-005 -2.0599e-003 5.8315e-001 3.1864e-001 4.9438e-002 -1.0052e-003 -5.1689e-004 1.1443e-001 1.4761e-001 -1.1101e-003 -1.1559e-003 -9.0790e-004 6.7295e-002 -1.0300e-004 1.0147e-003 -8.8692e-004 -4.3869e-005 -5.1117e-004 -3.6049e-004 -5.9700e-004 -3.3722e-003 -1.1292e-003 -1.4305e-003 -2.6321e-004 5.7220e-005 1.3125e-001 3.8526e-001 2.7901e-001 9.5350e-002
stalled 12350717 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 1 1 1 0 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 12350717 13647 678 624 560 474 388 356 279 430 3906 12294 678 624 570 516 462 382 311 489 3571 10959 678 624 570 516 462 386 311 489 3185 9624 695 625 571 516 446 361 286 439 2799 8263 704 648 562 476 388 313 236 339 2449 6886 704 650 596 537 470 388 311 489 2213 5509 704 650 596 542 472 388 336 539 1822 4132 704 650 596 542 472 386 311 487 1381 2755 704 650 596 542 472 386 311 489 990 1378 704 650 596 542 488 434 380 636 604
input_buffers[0].num_reads 12350717 13622 678 614 528 444 358 331 254 407 3901 12287 678 624 570 516 436 356 279 457 3539 10952 678 624 570 516 442 356 279 457 3153 9608 684 625 570 500 416 331 254 407 2767 8263 702 616 530 444 358 281 204 307 2428 6886 704 650 591 525 442 356 279 457 2181 5509 704 650 596 526 442 356 304 507 1795 4132 704 650 596 526 442 356 279 457 1353 2755 704 650 596 526 442 356 279 457 958 1378 704 650 596 542 488 434 354 604 572
input_buffers[1].num_writes 12350717 0 650 600 525 450 375 325 275 3539 0 0 650 600 550 500 445 371 300 3153 0 0 650 600 550 500 450 375 300 2767 0 0 650 600 550 500 425 350 275 2426 0 0 675 600 525 450 375 300 225 2181 0 0 675 625 557 500 450 375 300 1795 0 0 675 625 575 511 450 375 325 1353 0 0 675 625 575 525 450 375 300 958 0 0 675 625 575 525 450 375 300 572 0 0 675 625 575 525 475 425 375 0 0
input_buffers[1].num_reads 12350717 0 650 575 500 425 350 305 250 3510 0 0 650 600 550 496 422 350 275 3121 0 0 650 600 550 500 425 350 275 2735 0 0 650 600 550 475 400 325 250 2399 0 0 650 575 500 425 350 275 200 2150 0 0 675 607 550 500 425 350 275 1763 0 0 675 625 561 500 425 350 300 1324 0 0 675 625 575 500 425 350 275 933 0 0 675 625 575 500 425 350 275 540 0 0 675 625 575 525 475 425 350 0 0
power_mW 12350717 1.0500e+001 7.5200e+000 2.0000e-001 2.0000e-001 2.0000e-001 5.4200e+000 1.2840e+001 1.2700e+001 9.2600e+000 1.5400e+000 1.0260e+001 2.0000e-001 2.0000e-001 6.8000e-001 1.2960e+001 1.2700e+001 7.3800e+000 1.3800e+000 2.1200e+000 5.6000e-001 1.0420e+001 2.0000e-001 2.0000e-001 6.8000e-001 7.9400e+000 1.1520e+001 5.6000e-001 2.0000e-001 4.0000e+000 3.6400e+000 1.0200e+001 3.3800e+000 2.3400e+000 1.2660e+001 8.6200e+000 5.6000e-001 2.0000e-001 2.0000e-001 3.5200e+000 3.8800e+000 9.5600e+000 7.9800e+000 3.0800e+000 2.9800e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.1400e+000 3.2400e+000 7.2000e+000 5.0000e+000 1.3460e+001 1.2780e+001 8.0600e+000 3.2000e-001 2.0000e-001 2.0000e-001 8.5800e+000 2.8800e+000 1.7600e+000 1.0540e+001 1.3400e+001 1.3120e+001 7.7600e+000 5.6000e-001 2.0000e-001 2.0000e-001 3.8800e+000 5.1200e+000 2.0000e-001 2.0000e-001 1.2800e+000 8.0000e+000 4.4000e+000 1.4000e+000 5.6000e-001 2.0000e-001 2.0000e+000 2.7200e+000 2.0000e-001 2.0000e-001 2.0000e-001 8.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 4.4000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.4200e+000 5.5600e+000 3.5600e+000 1.8000e+000
activity 12400253 1.0000e+000 6.4850e-004 2.4414e-004 1.7159e-002 3.0077e-001 9.9108e-001 6.2729e-001 1.1652e-001 9.8782e-001 7.8403e-001 9.9896e-001 2.0332e-003 2.7771e-003 1.4458e-003 3.3653e-001 6.8577e-001 1.0319e-003 1.7166e-003 6.6756e-001 7.9572e-001 9.9838e-001 5.1430e-001 1.0024e-001 3.5347e-002 3.5713e-002 1.5602e-003 -8.1062e-004 1.7929e-003 2.9037e-001 4.8243e-001 5.9523e-001 9.0899e-001 8.2137e-001 5.2034e-001 1.1139e-003 4.9591e-005 9.1362e-004 1.6212e-004 4.0512e-003 1.3144e-001 6.9580e-003 2.8610e-004 1.7700e-003 8.4305e-004 1.2169e-003 -4.5586e-004 1.4858e-003 1.0288e-001 5.7914e-001 5.1449e-002 2.0752e-003 1.7586e-003 7.6274e-001 9.9541e-001 3.3199e-002 1.0643e-003 -3.1853e-004 1.1292e-003 1.2946e-001 1.3574e-001 3.0136e-003 6.5994e-004 1.8021e-001 6.5308e-001 9.1171e-004 1.7929e-003 8.8692e-004 -5.3596e-004 1.8329e-001 1.3537e-001 1.6708e-003 -6.1035e-005 3.0746e-003 -9.4223e-004 9.6130e-004 1.3695e-003 8.5640e-004 7.6675e-004 1.3559e-001 1.4756e-001 2.1324e-003 1.3008e-003 1.6861e-003 1.9417e-003 2.1935e-003 1.0071e-003 9.6130e-004 -4.0054e-005 4.9550e-001 2.4294e-001 9.2888e-004 2.0218e-003 1.6937e-003 3.4676e-003 2.2926e-003 5.3406e-005 9.2697e-004 1.5218e-001 1.4759e-001 2.2315e-001
utilization 12400253 1.0001e+000 6.4850e-004 2.4414e-004 1.7159e-002 3.0101e-001 9.9220e-001 6.2769e-001 1.1656e-001 9.8816e-001 7.8489e-001 1.0001e+000 2.0294e-003 2.7809e-003 1.4458e-003 3.3679e-001 6.8624e-001 1.0300e-003 1.7185e-003 6.6804e-001 7.9587e-001 9.9927e-001 5.1433e-001 1.0035e-001 3.5362e-002 3.5728e-002 1.5640e-003 -8.0872e-004 1.7967e-003 2.9039e-001 4.8291e-001 5.9570e-001 9.0979e-001 8.2177e-001 5.2034e-001 1.1139e-003 5.5313e-005 9.1362e-004 1.6212e-004 4.0359e-003 1.3150e-001 6.9733e-003 2.8610e-004 1.7700e-003 8.3923e-004 1.2169e-003 -4.5586e-004 1.4877e-003 1.0295e-001 5.7927e-001 5.1498e-002 2.0828e-003 1.7586e-003 7.6290e-001 9.9622e-001 3.3207e-002 1.0643e-003 -3.2234e-004 1.1292e-003 1.2957e-001 1.3580e-001 3.0212e-003 6.5994e-004 1.8029e-001 6.5356e-001 9.1553e-004 1.7929e-003 8.8501e-004 -5.3787e-004 1.8351e-001 1.3546e-001 1.6556e-003 -6.1035e-005 3.0785e-003 -9.3842e-004 9.6130e-004 1.3733e-003 8.5640e-004 7.6675e-004 1.3564e-001 1.4761e-001 2.1362e-003 1.2970e-003 1.6861e-003 1.9379e-003 2.1973e-003 1.0071e-003 9.6130e-004 -3.8147e-005 5.1207e-001 2.4297e-001 9.3079e-004 2.0180e-003 1.7014e-003 3.4714e-003 2.2926e-003 4.9591e-005 9.2697e-004 1.5221e-001 1.4770e-001 2.2317e-001
stalled 12400253 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0
input_buffers[0].num_writes 12400253 13700 678 624 560 474 396 356 286 439 3950 12349 678 624 570 516 462 386 311 489 3602 11014 704 631 571 517 463 386 311 489 3201 9640 704 650 596 532 446 361 286 439 2799 8263 704 648 562 476 388 313 236 345 2463 6886 704 650 596 542 472 388 311 489 2221 5509 704 650 596 542 472 388 336 539 1835 4132 704 650 596 542 472 386 311 487 1391 2755 704 650 596 542 472 386 311 489 1002 1378 704 650 596 542 488 434 380 645 613
input_buffers[0].num_reads 12400253 13677 678 614 528 450 384 331 254 407 3950 12342 678 624 570 516 442 356 279 457 3587 11004 686 629 571 517 442 356 279 457 3181 9640 704 650 586 500 416 331 254 407 2775 8263 702 616 530 444 358 281 204 313 2431 6886 704 650 596 526 442 356 279 457 2189 5509 704 650 596 526 442 356 304 507 1803 4132 704 650 596 526 442 356 279 457 1362 2755 704 650 596 526 442 356 279 457 973 1378 704 650 596 542 488 434 354 613 586
input_buffers[1].num_writes 12400253 0 650 600 525 450 375 350 275 3585 0 0 650 600 550 500 450 375 300 3179 0 0 660 600 550 500 450 375 300 2773 0 0 675 625 561 500 425 350 275 2431 0 0 675 600 525 450 375 300 225 2189 0 0 675 625 575 525 450 375 300 1803 0 0 675 625 575 525 450 375 325 1360 0 0 675 625 575 525 450 375 300 973 0 0 675 625 575 525 450 375 300 584 0 0 675 625 575 525 475 425 375 0 0
input_buffers[1].num_reads 12400253 0 650 575 500 425 350 325 250 3557 0 0 650 600 550 500 425 350 275 3156 0 0 650 600 550 500 425 350 275 2752 0 0 675 613 550 475 400 325 250 2399 0 0 650 575 500 425 350 275 200 2157 0 0 675 625 575 500 425 350 275 1771 0 0 675 625 575 500 425 350 300 1335 0 0 675 625 575 500 425 350 275 941 0 0 675 625 575 500 425 350 275 557 0 0 675 625 575 525 475 425 350 0 0
power_mW 12400253 1.0100e+001 7.5200e+000 2.0000e-001 1.4200e+000 4.7600e+000 1.2240e+001 8.7800e+000 2.1000e+000 1.0340e+001 9.6200e+000 1.0100e+001 2.0000e-001 2.0000e-001 6.8000e-001 4.1600e+000 8.3200e+000 5.6000e-001 2.0000e-001 7.5600e+000 9.1600e+000 1.0260e+001 7.6200e+000 4.1800e+000 2.4600e+000 1.5000e+000 2.0000e-001 2.0000e-001 2.0000e-001 3.9400e+000 5.6000e+000 8.7800e+000 9.8800e+000 1.0580e+001 7.3600e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.2000e-001 2.4000e+000 4.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.2400e+000 7.9400e+000 1.3200e+000 2.0000e-001 1.4000e+000 1.0600e+001 1.3560e+001 1.3600e+000 4.4000e-001 2.0000e-001 2.0000e-001 3.0400e+000 3.1600e+000 2.0000e-001 5.6000e-001 2.6800e+000 8.2000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.0400e+000 3.5200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.2000e+000 4.1200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 7.9200e+000 5.1200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.9000e+000 3.0800e+000 4.6800e+000
activity 12450563 9.9998e-001 6.3572e-002 4.6616e-001 9.9656e-001 1.0038e+000 1.0058e+000 -1.4191e-003 3.2234e-004 1.0086e+000 7.4811e-001 1.0005e+000 7.4124e-001 4.3975e-001 1.1081e-001 3.0300e-002 -1.4038e-003 -6.4468e-004 -1.1406e-003 1.0012e+000 6.9252e-001 2.3741e-001 9.9456e-001 9.8003e-001 6.2090e-001 1.7772e-001 -2.7237e-003 1.2302e-003 4.0433e-001 1.0088e+000 6.5463e-001 -5.6458e-004 -3.1281e-003 2.0958e-001 -3.3798e-003 -1.2970e-003 5.1498e-005 -5.7220e-004 1.6212e-004 6.8961e-001 2.2924e-001 -3.4790e-003 2.8229e-004 -8.8501e-004 -1.4153e-003 -8.8501e-004 -4.5204e-004 1.5041e-002 4.0741e-001 2.8637e-001 3.6900e-001 2.0676e-003 -8.7738e-004 -3.3913e-003 1.5863e-001 -1.1902e-003 -1.2436e-003 -3.1662e-004 -1.6689e-003 -2.1782e-003 -8.2779e-004 -4.2801e-003 6.5613e-004 -3.3112e-003 -1.3351e-004 -1.7662e-003 -5.7983e-004 -1.0319e-003 -5.3215e-004 1.1330e-003 -9.7275e-005 -3.6697e-003 -6.1035e-005 -2.0409e-003 -9.3842e-004 9.5367e-004 -9.3460e-004 -9.9754e-004 -5.1308e-004 1.3333e-001 8.1964e-002 -1.1024e-003 -1.1520e-003 -9.0408e-004 -9.0027e-004 -2.3994e-003 -1.2321e-003 -8.7738e-004 -4.1962e-005 2.3020e-001 1.2940e-001 -5.9128e-004 -6.6757e-004 -1.1215e-003 -1.4229e-003 -2.8038e-003 4.9591e-005 -1.2741e-003 2.3414e-001 2.2959e-001 1.4243e-001
utilization 12450563 1.0001e+000 6.3591e-002 4.6672e-001 9.9678e-001 1.0046e+000 1.0069e+000 -1.4172e-003 3.2234e-004 1.0089e+000 7.4892e-001 1.0181e+000 7.4203e-001 4.4000e-001 1.1093e-001 3.0323e-002 -1.4038e-003 -6.4659e-004 -1.1425e-003 1.0019e+000 6.9265e-001 2.3764e-001 9.9462e-001 9.8112e-001 6.2118e-001 1.7776e-001 -2.7237e-003 1.2302e-003 4.0451e-001 1.0089e+000 6.5528e-001 -5.7983e-004 -3.1281e-003 2.0969e-001 -3.3760e-003 -1.2970e-003 5.1498e-005 -5.7220e-004 1.6212e-004 6.8985e-001 2.2932e-001 -3.4790e-003 2.8229e-004 -8.8501e-004 -1.4191e-003 -8.8120e-004 -4.5204e-004 1.5043e-002 4.0771e-001 2.8644e-001 3.6930e-001 2.0523e-003 -8.7738e-004 -3.3913e-003 1.5876e-001 -1.1902e-003 -1.2398e-003 -3.1662e-004 -1.6727e-003 -2.1782e-003 -8.2779e-004 -4.2877e-003 6.5994e-004 -3.3150e-003 -1.2970e-004 -1.7662e-003 -5.8365e-004 -1.0338e-003 -5.3406e-004 1.1330e-003 -9.7275e-005 -3.6621e-003 -6.1035e-005 -2.0447e-003 -9.3842e-004 9.5367e-004 -9.3460e-004 -9.9754e-004 -5.1498e-004 1.3337e-001 8.1989e-002 -1.1063e-003 -1.1482e-003 -9.0408e-004 -9.0027e-004 -2.3994e-003 -1.2321e-003 -8.7929e-004 -4.1962e-005 2.1376e-001 1.2941e-001 -5.9128e-004 -6.6757e-004 -1.1215e-003 -1.4191e-003 -2.8038e-003 5.3406e-005 -1.2779e-003 2.3419e-001 2.2976e-001 1.4245e-001
stalled 12450563 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
input_buffers[0].num_writes 12450563 13752 687 625 570 490 410 356 286 439 4000 12394 704 650 582 517 463 386 311 489 3646 11017 704 650 594 528 463 386 311 502 3242 9640 704 650 596 532 446 361 286 439 2821 8263 704 648 562 476 388 313 236 352 2479 6886 704 650 596 542 472 388 311 489 2221 5509 704 650 596 542 472 388 336 539 1835 4132 704 650 596 542 472 386 311 487 1399 2755 704 650 596 542 472 386 311 489 1013 1378 704 650 596 542 488 434 380 652 627
input_buffers[0].num_reads 12450563 13731 681 624 544 464 409 331 254 407 3997 12394 704 638 576 517 442 356 279 457 3629 11017 704 649 582 522 442 356 284 494 3219 9640 704 650 586 500 416 331 254 407 2789 8263 702 616 530 444 358 281 215 331 2453 6886 704 650 596 526 442 356 279 457 2189 5509 704 650 596 526 442 356 304 507 1803 4132 704 650 596 526 442 356 279 457 1367 2755 704 650 596 526 442 356 279 457 981 1378 704 650 596 542 488 434 354 627 595
input_buffers[1].num_writes 12450563 0 650 600 540 463 390 350 275 3627 0 0 673 604 550 500 450 375 300 3217 0 0 675 611 550 500 450 375 300 2789 0 0 675 625 575 500 425 350 275 2453 0 0 675 600 525 450 375 300 225 2189 0 0 675 625 575 525 450 375 300 1803 0 0 675 625 575 525 450 375 325 1367 0 0 675 625 575 525 450 375 300 981 0 0 675 625 575 525 450 375 300 595 0 0 675 625 575 525 475 425 375 0 0
input_buffers[1].num_reads 12450563 0 650 592 514 441 375 325 250 3603 0 0 656 600 550 500 425 350 275 3198 0 0 661 600 550 500 425 350 275 2757 0 0 675 625 550 475 400 325 250 2421 0 0 650 575 500 425 350 275 200 2157 0 0 675 625 575 500 425 350 275 1771 0 0 675 625 575 500 425 350 300 1335 0 0 675 625 575 500 425 350 275 949 0 0 675 625 575 500 425 350 275 563 0 0 675 625 575 525 475 425 350 0 0
power_mW 12450563 1.0360e+001 7.7800e+000 7.8200e+000 1.2960e+001 1.2960e+001 1.4300e+001 2.0000e-001 2.0000e-001 1.0180e+001 9.6000e+000 1.0300e+001 9.3200e+000 7.5400e+000 4.3400e+000 1.6200e+000 2.0000e-001 2.0000e-001 2.0000e-001 1.0380e+001 8.0000e+000 8.2800e+000 1.2860e+001 1.2940e+001 9.4800e+000 4.1400e+000 2.0000e-001 2.0000e-001 5.5200e+000 1.1500e+001 7.3600e+000 2.3600e+000 1.2800e+000 3.4200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.1000e+000 3.0800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.3200e+000 5.7600e+000 5.0800e+000 6.0000e+000 2.0000e-001 2.0000e-001 4.4000e-001 1.8800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.9200e+000 1.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.3000e+000 2.8000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.3800e+000 4.8400e+000 3.9600e+000
activity 12500099 1.0000e+000 9.8223e-001 5.6601e-001 9.7998e-001 9.8927e-001 7.9315e-001 2.9373e-004 3.1853e-004 9.9822e-001 5.9280e-001 1.4352e-001 3.2566e-001 6.4162e-001 9.1233e-001 3.8669e-001 3.3607e-003 1.0204e-003 1.7014e-003 1.0012e+000 6.0129e-001 6.4850e-003 6.4684e-001 9.9666e-001 9.8774e-001 3.6252e-001 1.5602e-003 9.0191e-001 9.9736e-001 1.9550e-001 5.6854e-001 -5.9509e-004 1.7891e-003 2.8610e-004 1.9341e-003 3.4943e-003 4.9591e-005 9.0599e-004 1.6022e-004 4.0588e-003 1.0376e-003 6.8970e-003 2.8229e-004 1.7509e-003 3.0823e-003 1.2054e-003 1.3828e-003 9.8431e-001 1.0017e+000 6.8913e-002 8.7357e-004 2.0370e-003 1.7433e-003 2.2774e-003 9.3079e-004 1.1864e-003 3.3455e-003 1.3866e-003 1.1196e-003 1.1406e-003 1.6441e-003 1.0231e-002 6.5231e-004 2.2240e-003 -1.2589e-004 3.5667e-003 1.7700e-003 2.7847e-003 1.0014e-003 1.1215e-003 -9.5367e-005 1.6556e-003 -6.1035e-005 3.0441e-003 1.7624e-003 9.4604e-004 1.3580e-003 2.6875e-003 7.5912e-004 -1.1063e-004 -3.4332e-005 2.1133e-003 1.2932e-003 1.6708e-003 1.9226e-003 2.1820e-003 9.9564e-004 9.5177e-004 -4.0054e-005 -5.2071e-004 6.7902e-004 9.2125e-004 1.9989e-003 1.6823e-003 1.0147e-003 2.2736e-003 4.9591e-005 9.2316e-004 1.1862e-001 -1.8120e-005 5.4264e-004
utilization 12500099 1.0001e+000 9.8250e-001 5.6668e-001 9.8021e-001 9.9008e-001 7.9405e-001 2.9373e-004 3.2234e-004 9.9858e-001 5.9345e-001 1.2718e-001 3.2601e-001 6.4200e-001 9.1332e-001 3.8698e-001 3.3607e-003 1.0204e-003 1.7052e-003 1.0019e+000 6.0140e-001 6.4850e-003 6.4688e-001 9.9778e-001 9.8820e-001 3.6262e-001 1.5564e-003 9.0231e-001 9.9781e-001 1.9550e-001 5.6910e-001 -5.7983e-004 1.7891e-003 2.8229e-004 1.9302e-003 3.4943e-003 4.9591e-005 9.0408e-004 1.6022e-004 4.0588e-003 1.0376e-003 6.8970e-003 2.7847e-004 1.7548e-003 3.0823e-003 1.2016e-003 1.3847e-003 9.8443e-001 1.0024e+000 6.8924e-002 8.7738e-004 2.0447e-003 1.7433e-003 2.2774e-003 9.2697e-004 1.1902e-003 3.3417e-003 1.3885e-003 1.1253e-003 1.1406e-003 1.6441e-003 1.0239e-002 6.5231e-004 2.2240e-003 -1.2970e-004 3.5706e-003 1.7738e-003 2.7866e-003 1.0033e-003 1.1215e-003 -9.5367e-005 1.6556e-003 -5.7220e-005 3.0479e-003 1.7586e-003 9.4986e-004 1.3580e-003 2.6894e-003 7.6103e-004 -1.0681e-004 -3.6240e-005 2.1172e-003 1.2856e-003 1.6708e-003 1.9226e-003 2.1782e-003 1.0033e-003 9.5367e-004 -4.0054e-005 -5.2071e-004 6.8283e-004 9.1743e-004 1.9989e-003 1.6823e-003 1.0109e-003 2.2736e-003 4.9591e-005 9.2316e-004 1.1864e-001 -1.9073e-005 5.4169e-004
stalled 12500099 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 12500099 13805 704 650 582 501 416 357 286 439 4041 12406 704 650 596 542 474 386 311 489 3684 11019 704 650 596 542 472 386 329 502 3252 9640 704 650 596 532 446 361 286 439 2821 8263 704 648 562 476 388 313 254 356 2485 6886 704 650 596 542 472 388 311 489 2221 5509 704 650 596 542 472 388 336 539 1835 4132 704 650 596 542 472 386 311 487 1399 2755 704 650 596 542 472 386 311 489 1013 1378 704 650 596 542 488 434 380 659 627
input_buffers[0].num_reads 12500099 13785 704 636 556 471 413 331 254 407 4034 12398 704 650 596 528 442 356 279 457 3665 11017 704 650 596 526 442 356 304 502 3252 9640 704 650 586 500 416 331 254 407 2789 8263 702 616 530 444 358 289 229 335 2453 6886 704 650 596 526 442 356 279 457 2189 5509 704 650 596 526 442 356 304 507 1803 4132 704 650 596 526 442 356 279 457 1367 2755 704 650 596 526 442 356 279 457 981 1378 704 650 596 542 488 434 354 627 595
input_buffers[1].num_writes 12500099 0 675 622 550 475 400 350 275 3663 0 0 675 625 575 524 450 375 300 3252 0 0 675 625 575 515 450 375 325 2789 0 0 675 625 575 500 425 350 275 2453 0 0 675 600 525 450 375 300 250 2189 0 0 675 625 575 525 450 375 300 1803 0 0 675 625 575 525 450 375 325 1367 0 0 675 625 575 525 450 375 300 981 0 0 675 625 575 525 450 375 300 595 0 0 675 625 575 525 475 425 375 0 0
input_buffers[1].num_reads 12500099 0 674 600 525 450 400 325 250 3645 0 0 675 625 574 500 425 350 275 3236 0 0 675 625 566 500 425 350 300 2757 0 0 675 625 550 475 400 325 250 2421 0 0 650 575 500 425 350 275 225 2157 0 0 675 625 575 500 425 350 275 1771 0 0 675 625 575 500 425 350 300 1335 0 0 675 625 575 500 425 350 275 949 0 0 675 625 575 500 425 350 275 563 0 0 675 625 575 525 475 425 350 0 0
